Frequency [Hz]	Impedance Phase [deg]	Impedance Magnitude [ohm]
289.234284285152	2.2405518675698	6.58620996634296
293.441293825495	2.64808171690027	6.5988883027918
297.709495728687	3.05196741524111	6.61201917923818
302.039780058142	3.45225486008464	6.62559662923778
306.433049823544	3.84898995629551	6.63961498415564
310.890221169154	4.24221857496961	6.65406886429149
315.41222356486	4.63198651440076	6.66895317033403
320	5.018339463093	6.68426307513041
324.654507180007	5.40132296475643	6.6999940157583
329.376715725918	5.78098238522352	6.71614168588806
334.167610376772	6.15736288122371	6.73270202842343
339.028190194974	6.53050937095384	6.74967122840982
343.959468774623	6.90046650638272	6.76704570619946
348.962474452882	7.26727864722836	6.78482211086354
354.038250524427	7.63098983654782	6.80299731384173
359.187855458999	7.99164377787963	6.82156840281997
364.412363122141	8.34928381388018	6.84053267582782
369.712862999127	8.70395290639698	6.8598876355472
375.090460422161	9.05569361792168	6.87963098382432
380.546276800871	9.40454809436805	6.8997606163776
386.081449856167	9.7505580491211	6.92027461769401
391.69713385749	10.0937647483044	6.94117125610711
397.394499863515	10.4342089972143	6.96244897905001
403.174735966359	10.7719311278725	6.98410640847711
409.039047539338	11.1069709876458	7.0061423364483
414.988657488323	11.4393679288896	7.02855572086996
421.024806506764	11.7691607995663	7.05134568138708
427.148753334411	12.0963879347972	7.07451149542126
433.361775019806	12.4210871493032	7.09805259434931
439.665167186588	12.743295730694	7.12196855981759
446.06024430368	13.0630504335667	7.14625912018739
452.54833995939	13.3803874743734	7.17092414710673
459.13080713952	13.6953425270233	7.19596365220426
465.8090185095	14.0079507191809	7.22137778390109
472.58436670064	14.3182466292291	7.24716682433636
479.458264600538	14.6262642838606	7.273331186403
486.432145647717	14.9320371562697	7.29987141088955
493.507464130541	15.2355981649102	7.32678816372481
500.685695490488	15.5369796727937	7.35408223332164
507.968336629824	15.8362134872973	7.38175452801671
515.356906223761	16.1333308604555	7.40980607360304
522.852945037152	16.4283624897097	7.43823801095208
530.458016245788	16.7213385190914	7.46705159372265
538.173705762377	17.0122885408136	7.49624818615366
546.001622567259	17.3012415972504	7.52582926093799
553.943399043932	17.5882261832806	7.55579639717492
562.000691319456	17.8732702489757	7.58615127839846
570.175179609817	18.156401202613	7.6168956906793
578.468568570305	18.4376459139929	7.64803152079785
586.88258765099	18.7170307180446	7.67956075448628
595.418991457374	18.9945814187013	7.71148547473728
604.079560116284	19.2703232930287	7.74380786017741
612.866099647087	19.5442810955913	7.77653018350316
621.780442338308	19.8164790630413	7.80965480997761
630.82444712972	20.0869409189149	7.84318419598598
640	20.3556898786242	7.87712088764804
649.309014360015	20.6227486546291	7.91146751948594
658.753431451835	20.8881394617788	7.94622681314549
668.335220753545	21.1518840228094	7.98140157616948
678.056380389949	21.4140035739873	8.01699470082139
687.918937549246	21.6745188708874	8.05300916295804
697.924948905765	21.9334501942942	8.08944802094969
708.076501048853	22.1908173562186	8.12631441464623
718.375710917999	22.4466397060189	8.16361156438819
728.824726244283	22.700936136617	8.20134277006108
739.425725998255	22.9537250908029	8.2395114101921
750.180920844321	23.2050245676176	8.27812094108781
761.092553601741	23.454852128807	8.31717489601166
772.162899712334	23.7032249053399	8.35667688440036
783.39426771498	23.9501596039827	8.39663059111791
794.78899972703	24.1956725139234	8.43703977574634
806.349471932719	24.4397795134391	8.47790827191212
818.078095078676	24.6824960766011	8.51923998664737
829.977314976646	24.9238372800101	8.56103889978481
842.049613013528	25.1638178095583	8.6033090633858
854.297506668822	25.4024519672101	8.64605460120029
866.723550039611	25.6397536777991	8.68927970815826
879.330334373177	25.8757364958342	8.73298864989154
892.12048860736	26.1104136123112	8.77718576228536
905.096679918781	26.3437978615257	8.82187545105907
918.26161427904	26.5759017278815	8.86706219137497
931.618037019	26.8067373526922	8.912750527475
945.16873340128	27.0363165409702	8.95894507234429
958.916529201076	27.2646507682018	9.00565050740115
972.864291295434	27.4917511871013	9.05287158221286
987.014928261082	27.7176286343444	9.10061311423662
1001.37139098098	27.9422936372744	9.14887998858523
1015.93667325965	28.1657564205803	9.19767715781687
1030.71381244752	28.3880269129425	9.24700964174843
1045.7058900743	28.6091147536434	9.29688252729212
1060.91603249158	28.8290292991405	9.34730096831459
1076.34741152475	29.047779629599	9.39827018551833
1092.00324513452	29.2653745553811	9.44979546634485
1107.88679808786	29.4818226234908	9.50188216489919
1124.00138263891	29.6971321239696	9.55453570189536
1140.35035921963	29.9113110962432	9.60776156462242
1156.93713714061	30.1243673354156	9.6615653069307
1173.76517530198	30.3363083985093	9.71595254923785
1190.83798291475	30.5471416106487	9.7709289785545
1208.15912023257	30.7568740711861	9.82650034852896
1225.73219929417	30.9655126597675	9.88267247951085
1243.56088467662	31.1730640423371	9.93945125863336
1261.64889425944	31.3795346770784	9.99684263991364
1280	31.5849308202905	10.0548526443713
1298.61802872003	31.7892585321987	10.1134873601647
1317.50686290367	31.9925236826969	10.1727529427443
1336.67044150709	32.1947319570215	10.2326556150242
1356.1127607799	32.3958888613551	10.2932016675694
1375.83787509849	32.5959997283584	10.3543974588008
1395.84989781153	32.7950697226304	10.4162494152167
1416.15300209771	32.9931038460942	10.4787640316298
1436.751421836	33.1901069433088	10.5419478714216
1457.64945248857	33.3860837067056	10.6058075668118
1478.85145199651	33.5810386817479	10.6703498191442
1500.36184168864	33.7749762720141	10.7355813991874
1522.18510720348	33.9679007442021	10.8015091474517
1544.32579942467	34.1598162330561	10.8681399745212
1566.78853542996	34.3507267462136	10.9354808614005
1589.57799945406	34.5406361689728	11.003538859877
1612.69894386544	34.7295482689796	11.0723210928981
1636.15619015735	34.9174667008342	11.1418347549623
1659.95462995329	35.1043950106162	11.2120871125261
1684.09922602706	35.2903366403284	11.2830855044244
1708.59501333764	35.4752949322585	11.3548373423058
1733.44710007922	35.6592731332595	11.427350111082
1758.66066874635	35.8422743989467	11.5006313693917
1784.24097721472	36.0243017978134	11.5746887500778
1810.19335983756	36.2053583152634	11.6495299606792
1836.52322855808	36.3854468575612	11.7251627839366
1863.236074038	36.5645702556995	11.8015950783115
1890.33746680256	36.7427312691846	11.8788347785195
1917.83305840215	36.9199325897385	11.9568898960766
1945.72858259087	37.0961768449199	12.03576851986
1974.02985652216	37.2714666016618	12.1154788166814
2002.74278196195	37.4458043697284	12.1960290318745
2031.87334651929	37.6191926050891	12.2774274898952
2061.42762489505	37.7916337132124	12.3596825949361
2091.41178014861	37.963130052278	12.4428028315531
2121.83206498315	38.1336839363084	12.5267967653061
2152.69482304951	38.3032976382206	12.6116730434124
2184.00649026904	38.4719733927976	12.6974403954134
2215.77359617573	38.6397133995812	12.7841076338545
2248.00276527782	38.8065198256856	12.8716836549777
2280.70071843927	38.9723948085332	12.9601774394277
2313.87427428122	39.1373404585126	13.0495980529702
2347.53035060396	39.3013588615597	13.1399546472245
2381.6759658295	39.4644520816628	13.2312564604072
2416.31824046513	39.6266221632918	13.3235128180906
2451.46439858835	39.7878711337527	13.4167331339727
2487.12176935323	39.9482010054682	13.5109269106607
2523.29778851888	40.1076137781843	13.6061037404673
2560	40.2661114411056	13.7022733062193
2597.23605744006	40.4236959749575	13.79944538208
2635.01372580734	40.5803693539785	13.8976298343834
2673.34088301418	40.7361335478424	13.9968366224819
2712.2255215598	40.890990523511	14.0970757996067
2751.67575019698	41.0449422470194	14.1983575137404
2791.69979562306	41.1979906851932	14.3006920085034
2832.30600419541	41.3501378073001	14.4040896240523
2873.50284367199	41.501385586636	14.5085607979915
2915.29890497713	41.6517360020469	14.6141160662977
2957.70290399302	41.8011910393872	14.7207660642567
3000.72368337728	41.9497526929159	14.8285215274135
3044.37021440697	42.0974229666319	14.9373932925358
3088.65159884934	42.2442038755484	15.0473922985886
3133.57707085992	42.3900974469089	15.158529587724
3179.15599890812	42.5351057213445	15.2708163062821
3225.39788773088	42.6792307539741	15.3842637058055
3272.3123803147	42.8224746154495	15.4988831440671
3319.90925990658	42.9648393929451	15.6146860861104
3368.19845205411	43.1063271910932	15.731684105303
3417.19002667529	43.2469401328679	15.8498888844031
3466.89420015845	43.3866803604167	15.9693122166391
3517.32133749271	43.5255500358413	16.0899660068026
3568.48195442944	43.66355134193	16.2118622723541
3620.38671967512	43.800686482841	16.335013144542
3673.04645711616	43.9369576847389	16.4594308695354
3726.472148076	44.072367196385	16.5851278095694
3780.67493360512	44.2069172896829	16.7121164441042
3835.66611680431	44.3406102601802	16.8404093709976
3891.45716518173	44.473448427527	16.9700193076906
3948.05971304433	44.6054341358934	17.100959092407
4005.4855639239	44.736569754346	17.233241685366
4063.74669303859	44.8668576771851	17.3668801700087
4122.85524979009	44.9963003242434	17.5018877542387
4182.82356029722	45.1249001411474	17.6382777716753
4243.6641299663	45.2526595995428	17.7760636829213
4305.38964609902	45.3795811972839	17.915259076845
4368.01298053808	45.5056674585899	18.0558776718751
4431.54719235145	45.6309209341671	18.1979333173101
4496.00553055565	45.7553442012999	18.3414399946424
4561.40143687854	45.8789398639096	18.4864118188952
4627.74854856243	46.0017105525843	18.6328630399749
4695.06070120792	46.1236589245791	18.780808044037
4763.35193165899	46.2447876637881	18.9302613548666
4832.63648093027	46.3650994806893	19.0812376352737
4902.9287971767	46.4845971122641	19.2337516885025
4974.24353870646	46.6032833218903	19.3878184596554
5046.59557703776	46.721160899212	19.5434530371327
5120	46.8382326599851	19.7006706540856
5194.47211488012	46.9545014459013	19.8594866898849
5270.02745161468	47.06997012439	20.0199166716054
5346.68176602836	47.1846415883994	20.1819762755238
5424.45104311959	47.298518756158	20.3456813286335
5503.35150039396	47.4116045709175	20.5110478101734
5583.39959124612	47.5239020006764	20.6780918531728
5664.61200839083	47.6354140378878	20.846829746012
5747.00568734399	47.7461436991493	21.0172779339979
5830.59780995426	47.856094024878	21.1894530209559
5915.40580798604	47.9652680789704	21.3633717708374
6001.44736675456	48.0736689484478	21.5390511093437
6088.74042881393	48.1812997430884	21.716508125565
6177.30319769867	48.2881635950468	21.8957600736374
6267.15414171983	48.3942636584612	22.0768243744139
6358.31199781624	48.4996031090495	22.2597186171546
6450.79577546175	48.6041851436948	22.444460561231
6544.6247606294	48.7080129800201	22.6310681378487
6639.81851981317	48.8110898559551	22.8195594517864
6736.39690410823	48.9134190292927	23.0099527831517
6834.38005335057	49.0150037772386	23.2022665891548
6933.78840031689	49.1158473959528	23.3965195058986
7034.64267498542	49.2159532000841	23.592730350187
7136.96390885887	49.3153245222987	23.7909181213502
7240.77343935025	49.4139647128024	23.9911020030882
7346.09291423232	49.5118771388581	24.1933013653319
7452.944296152	49.6090651842979	24.3975357661224
7561.34986721024	49.7055322490318	24.6038249535084
7671.33223360861	49.8012817485518	24.812188867462
7782.91433036346	49.896317113433	25.0226476418131
7896.11942608866	49.9906417888324	25.2352216062022
8010.97112784781	50.0842592339843	25.4499312880526
8127.49338607718	50.1771729216947	25.6667974145606
8245.71049958018	50.2693863378339	25.8858409147062
8365.64712059443	50.3609029808276	26.1070829212823
8487.3282599326	50.4517263611477	26.3305447729433
8610.77929219804	50.5418600008028	26.5562480162742
8736.02596107615	50.6313074328281	26.7842144078785
8863.0943847029	50.7200722007767	27.0144659164873
8992.01106111129	50.8081578582106	27.2470247250881
9122.80287375708	50.8955679681935	27.4819132330737
9255.49709712487	50.9823061027841	27.7191540584123
9390.12140241583	51.0683758425321	27.9587700398382
9526.70386331798	51.1537807759753	28.2007842390636
9665.27296186054	51.2385244991393	28.4452199430114
9805.85759435339	51.3226106150398	28.6921006660697
9948.48707741293	51.4060427331867	28.9414501523673
10093.1911540755	51.4888244690931	29.1932923780723
10240	51.5709594437851	29.4476515537113
10388.9442297602	51.6524512833172	29.7045521265114
10540.0549032294	51.7333036182899	29.964018782765
10693.3635320567	51.8135200833718	30.2260764502168
10848.9020862392	51.8931043168256	30.4907503004738
11006.7030007879	51.9720599600382	30.7580657514385
11166.7991824922	52.0503906570557	31.0280484697652
11329.2240167817	52.128100054122	31.3007243733403
11494.011374688	52.205191799223	31.5761196337855
11661.1956199085	52.2816695416354	31.8542606789862
11830.8116159721	52.3575369314803	32.1351741956431
12002.8947335091	52.4327976192819	32.4188871318488
12177.4808576279	52.507455255532	32.7054266996891
12354.6063953973	52.5815134902589	32.9948203778688
12534.3082834397	52.6549759726027	33.2870959143635
12716.6239956325	52.7278463503957	33.5822813290959
12901.5915509235	52.8001282697483	33.8804049166389
13089.2495212588	52.8718253746409	34.1814952489432
13279.6370396263	52.9429413065216	34.4855811780928
13472.7938082165	53.0134797039098	34.7926918390852
13668.7601067011	53.0834442020054	35.10285665264
13867.5768006338	53.1528384323042	35.4161053280331
14069.2853499708	53.2216660222198	35.732467865959
14273.9278177177	53.2899305947105	36.0519745614202
14481.5468787005	53.3576357679138	36.3746560066446
14692.1858284646	53.4247851547855	36.7005430940309
14905.888592304	53.4913823627462	37.0296670191222
15122.6997344205	53.5574309933335	37.3620592836085
15342.6644672172	53.6229346418604	37.6977516983578
15565.8286607269	53.6878968970802	38.0367763864766
15792.2388521773	53.7523213408573	38.3791657863999
16021.9422556956	53.8162115478448	38.7249526550109
16254.9867721544	53.8795710851677	39.0741700707902
16491.4209991604	53.942403512113	39.4268514369969
16731.2942411889	54.0047123798256	39.7830304848785
16974.6565198652	54.0665012310107	40.1427412769132
17221.5585843961	54.1277735996424	40.5060182100827
17472.0519221523	54.1885330106783	40.8728960191768
17726.1887694058	54.2487829797806	41.24340978013
17984.0221222226	54.3085270130433	41.6175949133904
18245.6057475142	54.3677686067253	41.9954871873206
18510.9941942497	54.42651124699	42.3771227216323
18780.2428048317	54.4847584096505	42.7625379908535
19053.407726636	54.5425135599217	43.151769827829
19330.5459237211	54.599780152177	43.5448554272558
19611.7151887068	54.6565616297127	43.9418323492515
19896.9741548259	54.712861424517	44.342738522958
20186.382308151	54.7686829570452	44.7476122501798
20480	54.8240296360014	45.1564922090575
20777.8884595205	54.8789048581249	45.5694174577771
21080.1098064587	54.9333120079834	45.9864274383147
21386.7270641134	54.9872544577713	46.4075619802183
21697.8041724784	55.0407355671135	46.8328613044257
22013.4060015759	55.0937586828753	47.2623660271192
22333.5983649845	55.1463271389776	47.6961171636183
22658.4480335633	55.1984442562176	48.1341561323099
22988.022749376	55.2501133420946	48.5765247586163
23322.391239817	55.3013376906417	49.0232652790022
