Frequency [Hz]	Total Phase [deg]	Vent 2 SPL [dB]	Total SPL 2pi [dB]
164.688357862959	-138.657716577836	79.7330689493149	79.7330689493149
167.083805188386	-140.20163898905	79.4019272596105	79.4019272596105
169.514095097487	-141.697706977377	79.0687055131659	79.0687055131659
171.979734387311	-143.147053991347	78.7337599876794	78.7337599876794
174.481237226441	-144.550908109959	78.3974168674357	78.3974168674357
177.019125262213	-145.910568645447	78.0599732620965	78.0599732620965
179.5939277295	-147.227385551039	77.7216984801244	77.7216984801244
182.206181561071	-148.502741516217	77.3828354808352	77.3828354808352
184.856431499564	-149.738036583179	77.0436024410419	77.0436024410419
187.54523021108	-150.934675087563	76.7041943835126	76.7041943835126
190.273138400435	-152.094054710409	76.3647848247177	76.3647848247177
193.040724928083	-153.217557423339	76.0255274084262	76.0255274084262
195.848566928745	-154.306542112266	75.6865574995788	75.6865574995788
198.697249931757	-155.362338674044	75.3479937195429	75.3479937195429
201.58736798318	-156.386243393482	75.0099394094111	75.0099394094111
204.519523769669	-157.379515423383	74.672484012555	74.672484012555
207.494328744162	-158.343374206699	74.3357043712979	74.3357043712979
210.512403253382	-159.27899769651	73.999665935448	73.999665935448
213.574376667206	-160.187521245794	73.6644238826583	73.6644238826583
216.680887509903	-161.070037054406	73.330024152251	73.330024152251
219.832583593294	-161.927594075063	72.9965043953677	72.9965043953677
223.03012215184	-162.761198293332	72.6638948451639	72.6638948451639
226.274169979695	-163.571813308502	72.3322191113303	72.3322191113303
229.56540356976	-164.36036115288	72.0014949035562	72.0014949035562
232.90450925475	-165.127723296474	71.6717346887099	71.6717346887099
236.29218335032	-165.874741792306	71.3429462865287	71.3429462865287
239.729132300269	-166.602220524812	71.0151334085347	71.0151334085347
243.216072823858	-167.310926530057	70.6882961447383	70.6882961447383
246.753732065271	-168.00159136188	70.3624314024916	70.3624314024916
250.342847745244	-168.674912482701	70.0375333016187	70.0375333016187
253.984168314912	-169.331554661689	69.7135935296958	69.7135935296958
257.678453111881	-169.972151366313	69.3906016610936	69.3906016610936
261.426472518576	-170.597306136163	69.068545443128	69.068545443128
265.229008122894	-171.20759393028	68.7474110524114	68.7474110524114
269.086852881189	-171.803562441265	68.4271833242409	68.4271833242409
273.00081128363	-172.385733371069	68.107845957627	68.107845957627
276.971699521966	-172.95460366478	67.7893816983369	67.7893816983369
281.000345659728	-173.510646699846	67.4717725021173	67.4717725021173
285.087589804909	-174.054313429106	67.1549996800646	67.1549996800646
289.234284285152	-174.586033476781	66.8390440279286	66.8390440279286
293.441293825495	-175.106216187175	66.5238859409667	66.5238859409667
297.709495728687	-175.615251626332	66.2095055158152	66.2095055158152
302.039780058142	-176.113511537308	65.8958826406979	65.8958826406979
306.433049823544	-176.60135024997	65.5829970751704	65.5829970751704
310.890221169154	-177.079105546533	65.2708285204745	65.2708285204745
315.41222356486	-177.547099484163	64.9593566814775	64.9593566814775
320	-178.00563917613	64.6485613210697	64.6485613210697
324.654507180007	-178.455017533066	64.3384223078085	64.3384223078085
329.376715725918	-178.895513965949	64.0289196575201	64.0289196575201
334.167610376772	-179.327395052441	63.7200335694937	63.7200335694937
339.028190194974	-179.750915168231	63.4117444578449	63.4117444578449
343.959468774623	179.833682914993	63.104032978562	63.104032978562
348.962474452882	179.426167463335	62.7968800527002	62.7968800527002
354.038250524427	179.026317244669	62.4902668861384	62.4902668861384
359.187855458999	178.633921021296	62.1841749862742	62.1841749862742
364.412363122141	178.248777069782	61.8785861759926	61.8785861759926
369.712862999127	177.870692726571	61.5734826052094	61.5734826052094
375.090460422161	177.499483957988	61.2688467602606	61.2688467602606
380.546276800871	177.134974953347	60.9646614713817	60.9646614713817
386.081449856167	176.776997739881	60.6609099184934	60.6609099184934
391.69713385749	176.425391818327	60.3575756354903	60.3575756354903
397.394499863515	176.080003818015	60.0546425132087	60.0546425132087
403.174735966359	175.740687170384	59.7520948012299	59.7520948012299
409.039047539338	175.407301799899	59.4499171086612	59.4499171086612
414.988657488323	175.079713831403	59.1480944040204	59.1480944040204
421.024806506764	174.757795312974	58.8466120143377	58.8466120143377
427.148753334411	174.441423953421	58.5454556235762	58.5454556235762
433.361775019806	174.130482873605	58.2446112704633	58.2446112704633
439.665167186588	173.824860370782	57.9440653458119	57.9440653458119
446.06024430368	173.524449695263	57.6438045894072	57.6438045894072
452.54833995939	173.229148838675	57.3438160865224	57.3438160865224
459.13080713952	172.938860333179	57.0440872641219	57.0440872641219
465.8090185095	172.653491061027	56.7446058868042	56.7446058868042
472.58436670064	172.37295207387	56.4453600525316	56.4453600525316
479.458264600538	172.097158421276	56.1463381881861	56.1463381881861
486.432145647717	171.826028987937	55.8475290449908	55.8475290449908
493.507464130541	171.559486339067	55.5489216938277	55.5489216938277
500.685695490488	171.297456573555	55.2505055204819	55.2505055204819
507.968336629824	171.039869184415	54.952270220838	54.952270220838
515.356906223761	170.786656926134	54.6542057960518	54.6542057960518
522.852945037152	170.537755688542	54.356302547716	54.356302547716
530.458016245788	170.293104376819	54.0585510730406	54.0585510730406
538.173705762377	170.052644797322	53.7609422600612	53.7609422600612
546.001622567259	169.816321548885	53.4634672828901	53.4634672828901
553.943399043932	169.584081919309	53.1661175970218	53.1661175970218
562.000691319456	169.355875786735	52.868884934705	52.868884934705
570.175179609817	169.131655525646	52.571761300387	52.571761300387
578.468568570305	168.911375917231	52.2747389662423	52.2747389662423
586.88258765099	168.69499406387	51.9778104677892	51.9778104677892
595.418991457374	168.482469307521	51.6809685996017	51.6809685996017
604.079560116284	168.273763151782	51.3842064111208	51.3842064111208
612.866099647087	168.068839187431	51.0875172025703	51.0875172025703
621.780442338308	167.86766302125	50.7908945209793	50.7908945209793
630.82444712972	167.670202207953	50.4943321563147	50.4943321563147
640	167.476426185042	50.1978241377264	50.1978241377264
649.309014360015	167.286306210428	49.9013647299055	49.9013647299055
658.753431451835	167.099815302668	49.604948429558	49.604948429558
668.335220753545	166.916928183671	49.3085699619945	49.3085699619945
678.056380389949	166.737621223723	49.0122242778351	49.0122242778351
687.918937549246	166.561872388719	48.715906549832	48.715906549832
697.924948905765	166.389661189463	48.4196121698072	48.4196121698072
708.076501048853	166.220968632919	48.1233367457065	48.1233367457065
718.375710917999	166.055777175312	47.827076098768	47.827076098768
728.824726244283	165.894070676956	47.5308262608053	47.5308262608053
739.425725998255	165.735834358722	47.234583471604	47.234583471604
750.180920844321	165.581054760041	46.9383441764294	46.9383441764294
761.092553601741	165.42971969835	46.6421050236454	46.6421050236454
772.162899712334	165.2818182299	46.3458628624429	46.3458628624429
783.39426771498	165.13734061184	46.0496147406748	46.0496147406748
794.78899972703	164.996278265488	45.7533579027982	45.7533579027982
806.349471932719	164.858623740726	45.4570897879196	45.4570897879196
818.078095078676	164.724370681447	45.1608080279432	45.1608080279432
829.977314976646	164.593513791964	44.86451044582	44.86451044582
842.049613013528	164.46604880434	44.5681950538938	44.5681950538938
854.297506668822	164.341972446563	44.2718600523459	44.2718600523459
866.723550039611	164.221282411502	43.975503827732	43.975503827732
879.330334373177	164.103977326591	43.6791249516129	43.6791249516129
892.12048860736	163.990056724182	43.3827221792747	43.3827221792747
905.096679918781	163.879521012515	43.0862944485365	43.0862944485365
918.26161427904	163.772371447248	42.7898408786437	42.7898408786437
931.618037019	163.668610103503	42.4933607692455	42.4933607692455
945.16873340128	163.568239848373	42.1968535994515	42.1968535994515
958.916529201076	163.471264313845	41.9003190269681	41.9003190269681
972.864291295434	163.377687870104	41.6037568873103	41.6037568873103
987.014928261082	163.287515599146	41.3071671930865	41.3071671930865
1001.37139098098	163.200753268698	41.0105501333552	41.0105501333552
1015.93667325965	163.117407306366	40.7139060730483	40.7139060730483
1030.71381244752	163.037484773994	40.4172355524616	40.4172355524616
1045.7058900743	162.960993342189	40.1205392868068	40.1205392868068
1060.91603249158	162.887941264967	39.8238181658234	39.8238181658234
1076.34741152475	162.818337354501	39.5270732534491	39.5270732534491
1092.00324513452	162.752190955914	39.2303057875419	39.2303057875419
1107.88679808786	162.689511922104	38.9335171796553	38.9335171796553
1124.00138263891	162.630310588542	38.6367090148602	38.6367090148602
1140.35035921963	162.574597748043	38.3398830516117	38.3398830516117
1156.93713714061	162.522384625443	38.0430412216576	38.0430412216576
1173.76517530198	162.47368285218	37.7461856299841	37.7461856299841
1190.83798291475	162.428504440732	37.4493185547968	37.4493185547968
1208.15912023257	162.386861758887	37.1524424475318	37.1524424475318
1225.73219929417	162.348767503824	36.855559932894	36.855559932894
1243.56088467662	162.314234675958	36.558673808919	36.558673808919
1261.64889425944	162.283276552553	36.2617870470535	36.2617870470535
1280	162.255906661043	35.9649027922514	35.9649027922514
1298.61802872003	162.232138752061	35.6680243630807	35.6680243630807
1317.50686290367	162.211986772145	35.3711552518361	35.3711552518361
1336.67044150709	162.195464836087	35.0742991246547	35.0742991246547
1356.1127607799	162.182587198924	34.7774598216279	34.7774598216279
1375.83787509849	162.17336822753	34.4806413569062	34.4806413569062
1395.84989781153	162.1678223718	34.1838479187909	34.1838479187909
1416.15300209771	162.165964135404	33.887083869809	33.887083869809
1436.751421836	162.167808046092	33.5903537467634	33.5903537467634
1457.64945248857	162.173368625534	33.293662260756	33.293662260756
1478.85145199651	162.182660358685	32.9970142971754	32.9970142971754
1500.36184168864	162.195697662654	32.7004149156451	32.7004149156451
1522.18510720348	162.212494855062	32.4038693499247	32.4038693499247
1544.32579942467	162.233066121891	32.1073830077599	32.1073830077599
1566.78853542996	162.2574254848	31.8109614706724	31.8109614706724
1589.57799945406	162.285586767915	31.5146104936854	31.5146104936854
1612.69894386544	162.317563564067	31.2183360049768	31.2183360049768
